nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm1964439	Elizabeth Ducber	\N	\N	actress	tt0167585
nm1964440	Brenda Leonard	\N	\N	actress	tt0466172
nm1964441	James Clement Cook	\N	\N	art_department,producer,camera_department	tt0072562,tt0130421,tt1019690,tt0112007
nm1964442	Nancy Harvin	\N	\N	costume_department,actress,art_department	tt0218907,tt3068456,tt0100171,tt0293614
nm1964443	Paul Halperin	\N	\N	miscellaneous,producer,executive	tt1860385,tt1879451,tt5891134,tt1078394
nm1964444	Ronan Burke	\N	\N	director,assistant_director,editor	tt6928052,tt4320944,tt1645916,tt3109674
nm1964445	Raquel Martín	\N	\N	editorial_department	tt2091188,tt2378079,tt1935914,tt2062559
nm1964446	Markku Harju	\N	\N	art_department	tt0167341
nm1964447	Lorna Galvez	\N	\N	actress	tt0466884,tt0467235,tt0428714,tt1441420
nm1964448	Alberto de Paz y Mateos	\N	\N	actor	tt0466155
nm1964449	Lina Trishkina	\N	\N	editor	tt0463164
nm1964450	Jim Hensman	\N	\N	miscellaneous	tt0466102
nm1964451	Signe Maria Knattrup	\N	\N	sound_department	tt0466260
nm1964453	Jon Tryggva	\N	\N	miscellaneous	tt0093351
nm1964454	Gabrielle Huntress	1990	\N	actress	tt0467386
nm1964455	Kit Koon	\N	\N	actress,producer,script_department	tt0492913,tt12075440,tt0409459,tt0491522
nm1964456	Gawain Mathews	\N	\N	music_department,composer	tt1189397
nm1964457	Emilia Danetti	\N	\N	actress	tt0367188
nm1964458	Keith Andrew Silverman	\N	\N	composer,music_department	tt3395194,tt0430315
nm1964459	Gitta	\N	\N	actress	tt0313687,tt0875622,tt2938394,tt2938380
nm1964460	Leah Desamparado	\N	\N		tt0445143
nm1964461	Attila Della Spora	\N	\N	actor	tt0023870
nm1964462	Frank Walkine	\N	\N		tt0466275
nm1964463	Robert Drew	\N	\N	actor	tt0466496,tt0061275
nm1964464	Aldo Dionisio	\N	\N	miscellaneous	tt0077188
nm1964465	Spencer Farr	\N	\N	actor	tt1639848,tt0318883
nm1964466	Gillian Austin	\N	\N	art_department,writer,producer	tt0819735,tt1980985,tt0425601,tt0466365
nm1964467	Mitsuya Ariyoshi	\N	\N	writer	tt0466865
nm1964468	Jacqueline Wazir	\N	\N	costume_department,costume_designer	tt1336617,tt4513678,tt0227538,tt0181852
nm1964469	Hanneke Van der Tas	\N	\N	producer,production_manager,miscellaneous	tt1608516,tt0409345,tt2071465,tt5143826
nm1964470	Arthur O. Thomas	1957	\N	producer,writer,director	tt6391538,tt1571564,tt7447360,tt12031360
nm1964471	Avi Lupo	\N	\N	composer	tt0466632
nm1964472	Thomas Vowles	\N	\N	art_department,actor,miscellaneous	tt12594678,tt1849215,tt0466932
nm1964473	Austin Marks	\N	\N	actor	tt0467187
nm1964474	María Eugenia Ferrera	\N	\N	actress	tt0466323
nm1964475	Dean Hata	\N	\N	cinematographer	tt0466102
nm1964477	Ayodele Razak	\N	\N	actress,producer	tt0083562
nm1964478	John Moriarty	\N	\N	cinematographer,camera_department	tt1059290,tt0102194
nm1964479	Ross Phelps	\N	\N	camera_department	tt0466533
nm1964480	Thierry Bauser	\N	\N		\N
nm1964481	Steve Edwards	\N	\N	sound_department	tt0084700,tt0086102,tt0077951,tt0072988
nm1964482	Maria Luisa Oropeza	\N	\N	director,writer,producer	tt0465975
nm1964483	Terry Schroell	\N	\N	miscellaneous,actor,casting_director	tt1119479,tt1536477
nm1964484	Corine Volont	\N	\N	composer	tt0467128
nm1964485	Francisco Martínez	\N	\N	director,writer,cinematographer	tt0466644
nm1964486	Luis Cruz	\N	\N	actor	tt0465995
nm1964487	Robert Pulliam	\N	\N	actor	tt0100171
nm1964488	Kid Baltan	\N	\N	composer,soundtrack	tt0465921
nm1964490	Bob Hurst	\N	\N	special_effects	tt0119152
nm1964491	Pietari Tamminen	\N	\N	miscellaneous	tt0465978
nm1964492	Adam Greeves	\N	\N	actor,miscellaneous,camera_department	tt1263779,tt1245657,tt1206279,tt1108827
nm1964493	Sandra Davis	\N	\N	actress,make_up_department	tt12505836,tt0119152,tt0470198
nm1964494	Faruk Hossain	\N	\N	assistant_director	tt0466553,tt5538244,tt5689572,tt6558658
nm1964495	Nadja Berlinghoff	1971	\N	actress	tt0244361,tt0384471,tt0783598,tt0425491
nm1964497	Sam Mechling	\N	\N	camera_department	tt0453472
nm1964498	Tic Ticnor	\N	\N	camera_department	tt0117028
nm1964499	Meagan Keane	\N	\N	producer,editor,sound_department	tt1059801,tt0498329,tt1525571,tt2736168
nm1964500	Malanga Toomata	\N	\N	actor	tt0461901
nm1964501	Cyrill Schausten-Matusch	\N	\N	actor	tt0425491
nm1964503	Brad Moore	\N	\N	miscellaneous	tt0091923,tt0092112
nm1964504	Ikuro Fujiwara	\N	\N	composer,soundtrack,music_department	tt0366186,tt1010055,tt1055300,tt6288650
nm1964505	Oscar Martinez	1936	1978	actor	tt10786688,tt10383066,tt11235270,tt11170842
nm1964506	Scot Starbuck	\N	\N	editorial_department	tt1314228,tt0790736,tt1291150,tt1126618
nm1964507	Ken Holloway	\N	\N	actor	tt1629395,tt0466750
nm1964508	Ben O'Brien	\N	\N	actor	tt0466240,tt0937428,tt1124335
nm1964509	Tristana Esteves Cardoso	1981	\N	actress	tt0466514,tt0970821,tt0874506,tt1067886
nm1964510	Julie Ladagnous	\N	\N	actress	tt14743348,tt0794240,tt0441297,tt14394282
nm1964511	Nuscha Richter	\N	\N	actress	tt0048019
nm1964512	Bob Ventrello	\N	\N	music_department	tt0087117
nm1964513	Hotlegs	\N	\N		tt0445143,tt0467981,tt13329474,tt0344642
nm1964514	Sigrid Vik	\N	\N	miscellaneous	tt0355611
nm1964515	Glen Paterson	\N	\N	actor	tt0283724
nm1964516	David Jackson	\N	\N		\N
nm1964517	Shelbie Wayne	\N	\N		tt0466567
nm1964519	Nadine	\N	\N	actress	tt0465778
nm1964521	Annika Leichtweiss	\N	\N	producer,miscellaneous	tt0414097,tt0466466
nm1964522	Dee Ross McKissic	\N	\N	director,writer	tt0466013
nm1964523	Erol Atar	\N	\N	actor	tt5651302,tt0466353,tt2958780
nm1964524	Fatih Pekmutlu	\N	\N	producer	tt15383414,tt8839400,tt8841748,tt2078641
nm1964525	Aiden	\N	\N	actor	tt0467184,tt1043431
nm1964526	Naoko Kanai	\N	\N	production_manager,miscellaneous	tt0241307,tt0261889
nm1964527	Carrie Beatrice Ponder	\N	\N		tt0466567
nm1964528	Mira Brandt	\N	\N	actress	tt0483782,tt0133659
nm1964529	Alexander Kruchkov	\N	\N	composer	tt0467386
nm1964530	Torling Pader	\N	\N	actor	tt0350240,tt0350302,tt0365609,tt0337134
nm1964531	Rachel Pawlitz	\N	\N	actress	tt0466099
nm1964532	Brian DiRusso	\N	\N	miscellaneous	tt0466588
nm1964533	Daniel Krebs	\N	\N	production_manager,art_department,miscellaneous	tt2589092,tt0108979,tt0331231,tt1153112
nm1964534	Franco Trombino	\N	\N	actress,producer,writer	tt1821350,tt1727372,tt1825874,tt0918564
nm1964535	Giovani	\N	\N	actor	tt0466325
nm1964536	Foo-Ling Wang	\N	\N	music_department,composer	tt0097776,tt0068003,tt0064265
nm1964537	Sheri Tyler	\N	\N		\N
nm1964538	Michael McLaughlin	\N	\N	camera_department	tt0361032,tt0117669
nm1964539	John Mininger	\N	\N	animation_department,production_manager,miscellaneous	tt3246544,tt3243234,tt3204902,tt0467386
nm1964540	Minchi Murakami	\N	\N	actor,camera_department,writer	tt6498220,tt5640416,tt4084672,tt3986586
nm1964541	Janelle Harshman	\N	\N	producer	tt0458480,tt1468733
nm1964542	Michael B. Williams	\N	\N	make_up_department,special_effects,art_department	tt1300854,tt0411951,tt0993840,tt0426592
nm1964543	Jesús Saiz	\N	\N	actor	tt8400800,tt0466712
nm1964544	Massimo Melloni	\N	\N	writer	tt0407357,tt1131145,tt0312103,tt0466344
nm1964545	Márcia Gomes	\N	\N	actress	tt0415429,tt0274681,tt0332717,tt2765302
nm1964546	David Wassilak	\N	\N	actor,director,assistant_director	tt4792524,tt3109858,tt0835502,tt2385041
nm1964547	Elfa Gísladóttir	\N	\N	actress	tt1039916,tt1733082,tt0466485
nm1964548	Micah Green	\N	\N	producer,soundtrack,miscellaneous	tt7545524,tt6107548,tt7137380,tt4761112
nm1964549	Karina Meyer	\N	\N		tt0467135
nm1964550	Paul Urgiss	\N	\N	writer	tt0015941
nm1964552	Jess De Leo	\N	\N	executive,producer	tt0466582
nm1964553	Paulo Augusto Pellegrine	\N	\N	actor	tt0459228
nm1964554	Nicholas W. Fenton	\N	\N	miscellaneous	tt0113443
nm1964555	Julia Hamer	\N	\N	actress	tt0802757,tt0466902,tt0306097,tt1676104
nm1964556	Gretel	\N	\N	miscellaneous,art_department,actress	tt0472004,tt2782710,tt0466146,tt3341456
nm1964557	Sheila Behrens	\N	\N	actress	tt0089378
nm1964558	Joshua Hoon Cho	\N	\N	actor	tt0108757
nm1964559	Frieda Grafe	1934	2002	director	tt0466992
nm1964561	Dora Kaloumenou	\N	\N	sound_department,miscellaneous	tt0146458,tt0236152,tt0292387,tt2209418
nm1964562	Javier del Moral O.	\N	\N	actor	tt0217843,tt0339530,tt0314232,tt0203068
nm1964563	Rey Aquino	\N	\N	special_effects,visual_effects	tt0149261,tt0119152
nm1964564	Søren Vestergaard	\N	\N		tt0465812
nm1964565	Ajimajasan	\N	2018	actor	tt0083562
nm1964566	Signor Zanfretta	\N	\N	actor	tt0467342
nm1964567	Viviane Doms	\N	\N	actress	tt0466047
nm1964568	Robert J. Brander	\N	\N	stunts	tt0093351
nm1964570	Pablo Cairoli	\N	\N	producer	tt0144597
nm1964571	Alfred Van Ingh	\N	\N	cinematographer,camera_department	tt0482832,tt0466071
nm1964572	Anja Londershausen	\N	\N	editorial_department	tt0331231
nm1964573	Corey Ramey	\N	\N	producer,cinematographer,editor	tt0466468,tt2753232
nm1964574	Krisztián Vranik	1979	\N	composer,actor	tt3808342,tt1366245,tt4524678,tt2844798
nm1964575	J.A. Rivero Barón	\N	\N	composer	tt0466677
nm1964576	Gordon Hyndford	\N	\N	art_department,camera_department	tt0218847,tt0358678
nm1964577	Candace Daylee	\N	\N	actress	tt0464045,tt0797825,tt0797823,tt0797826
nm1964579	Kevin Trainor	\N	\N	music_department	tt0107623
nm1964581	Ben Kailing	\N	\N	actor	tt0466541
nm1964582	René Michaux	\N	\N		tt0466431
nm1964583	Ilse Pellemaier	\N	\N	actress	tt0036885,tt0158932,tt0181603
nm1964584	Simón Casal	\N	\N	director,camera_department,writer	tt4093912,tt4121640,tt1541996,tt16607184
nm1964585	Gavin Martin	\N	\N	cinematographer,camera_department	tt3867990,tt4329578,tt1786428,tt0466222
nm1964586	William Boscoe	\N	\N	actor	tt0427548
nm1964587	James Heffernan	\N	\N	actor	tt5347018,tt4773290,tt0089378,tt0806910
nm1964588	Charles Brion Snyder	\N	\N	sound_department	tt1176156,tt0456001
nm1964589	Mike Siegel	\N	\N	director,editor,writer	tt0466922,tt3142060,tt5978000,tt1712034
nm1964590	Letticia James	1958	\N		tt0294140,tt5233558,tt0380086,tt2610182
nm1964591	Isao Yoneda	\N	\N	miscellaneous	tt0365499,tt0190641,tt2150205
nm1964592	Robin Hofwander	1977	\N	director,producer	tt11598284,tt5721098,tt14005052,tt9510012
nm1964593	Bill Mather	\N	\N	animation_department,director,cinematographer	tt4214312,tt0253126,tt4198424
nm1964594	Frédéric Lefebvre	\N	\N	miscellaneous	tt0090985,tt0090684,tt0089789,tt0095649
nm1964596	Eduardo Trama	\N	\N	sound_department	tt1754190,tt1085850,tt0462418
nm1964597	Muriel Samuel	\N	\N	producer,production_manager	tt0462501,tt1135941,tt0475932,tt11800498
nm1964598	Fabian Storniolo	\N	\N	actor	tt1149604,tt0463347,tt2486692
nm1964600	Yuriko Nagai	\N	\N	actress	tt0466871
nm1964601	Sven Van Fraeyenhove	\N	\N	writer	tt0465990
nm1964602	Dorian Baxter	\N	\N		tt1034034,tt0463273
nm1964603	Georg 'Åby' Ericsson	\N	\N		tt0466348,tt0179623
nm1964604	Joachim Hrasky	\N	\N	actor	tt0260597
nm1964606	Mike Emiglio	\N	\N	special_effects,miscellaneous	tt12716280,tt0872314,tt12085530,tt11014390
nm1964607	Cem Uras	1970	\N	actor	tt9070590,tt0454324,tt1289683,tt6536562
nm1964608	Prince Be	1970	2016	soundtrack,actor,composer	tt1213663,tt0290095,tt0103859,tt0104187
nm1964609	David Guest	\N	\N	writer,producer,editor	tt11058908,tt0466910,tt5823586
nm1964610	Grant Sterling	\N	\N	actor	tt0465968
nm1964611	Michael Leonard	\N	\N	actor	tt0466172
nm1964613	Resi Dlesk	\N	\N	costume_department	tt0054818
nm1964614	Johanna Von Gastiowski	\N	\N	make_up_department	tt0089378
nm1964615	Herbert Higginbotham	\N	\N	writer	tt0467398
nm1964616	Jack Graham	\N	\N		tt0476038,tt12787726,tt0466841,tt12131802
nm1964617	Pablo Rollán Reche	\N	\N	director,writer	tt0466322
nm1964618	Brendan Miles	\N	\N	actor	tt1489185,tt4401126,tt1992142,tt5268806
nm1964619	Ronald Nepomuceno	\N	\N	actor	tt5140812,tt0346486,tt0336283,tt3560658
nm1964620	Niklas Jacobson	\N	\N	visual_effects	tt0419706,tt1981128,tt2527336,tt0372784
nm1964621	Jirí Jaros	1931	\N	director,actor	tt2340930,tt0267034
nm1964622	Rafa Castillo-Romero	\N	\N	actor	tt8693266,tt9756000,tt2701764,tt5256600
nm1964623	Brian Scannell	1966	\N	actor,producer,stunts	tt0910936,tt0840361,tt0452623,tt1560747
nm1964624	Leslie Rhodes	\N	\N	actress	tt0094484
nm1964625	Diego	\N	\N		tt0469989
nm1964626	Jimena Perelló	\N	\N	actress	tt0466935
nm1964627	Carlos Oliva	\N	\N	cinematographer	tt0465927
nm1964628	Evangelos Katsigiannis	\N	\N	editor,sound_department,director	tt15856946,tt2551464,tt1534411,tt1145410
nm1964629	Wolfgang Schmidt	\N	\N	cinematographer	tt0344743,tt1037538
nm1964630	Ivailo Ziegenhagen	\N	\N	miscellaneous	tt0331231
nm1964631	Fumito Ueda	\N	\N	director,writer,visual_effects	tt0486673,tt0405034,tt1560196,tt7927838
nm1964632	Ian Wachtmeister	1932	2017	actor	tt2919866,tt0466348,tt21154614,tt0930831
nm1964633	Amirdam	\N	\N	camera_department	tt0465917
nm1964634	Patrick Léger	\N	\N	editor,director,writer	tt1625013,tt0466386
nm1964635	Rick Perez	\N	\N	visual_effects,producer,camera_department	tt2015503,tt1865573,tt2307846,tt0449004
nm1964636	Per Jönsson	\N	\N	miscellaneous	tt0425036,tt0465812,tt1435547,tt1431049
nm1964637	Alicia Chivers	\N	\N		tt0466755
nm1964639	Incilay Sahin	1961	2021	actress	tt0449138,tt0476148,tt1826071,tt2051741
nm1964640	Abby Wolf-Weiss	\N	\N	producer	tt0985040,tt1409008,tt1032825,tt0126245
nm1964644	Jen Prince	\N	\N	stunts	tt0095875
nm1964645	Linda Moore	\N	\N	actress	tt0276593
nm1964646	Jim Rhoads	\N	\N	editor,editorial_department	tt1344970,tt5725682,tt1582461
nm1964647	Steve Blair	\N	\N	producer,production_manager,director	tt0972883,tt1482457,tt0462421,tt0834009
nm1964648	Mike Gray	\N	\N	miscellaneous	tt0092690,tt0103273,tt0093539
nm1964649	R.U. Hard	\N	\N	actor,cinematographer	tt0289630
nm1964652	Matthew I. Baker	1968	\N	actor,director,writer	tt1388899,tt0459656
nm1964653	Marcus Reinhardt	\N	\N	production_manager	tt0349977
nm1964654	Michel Guerin	\N	\N	animation_department,art_department,art_director	tt0071596,tt0090667,tt0082509,tt0119273
nm1964655	Michael R. Hanley	\N	\N	miscellaneous	tt0119209
nm1964656	Shannon Young	\N	\N	actress	tt0138520
nm1964658	Amanda Harrington	1994	\N	actress	tt0056758
nm1964659	Rachel Singer	\N	\N	producer,writer	tt0346222,tt0096161
nm1964660	George Milton	\N	\N	actor,composer	tt0801513,tt0441857,tt0800167,tt2192113
nm1964661	Denise Howard	\N	\N	miscellaneous	tt0120587,tt0126029
nm1964662	David Pino	\N	\N	sound_department,soundtrack	tt3127020,tt0923045,tt1217301,tt7555294
nm1964663	Emily Greenwood	\N	\N	costume_designer	tt0289187
nm1964664	Eva Weber	\N	\N	miscellaneous	tt0263671,tt0301357,tt0207198,tt0116486
nm1964665	Nancy Roy	\N	\N	casting_department	\N
nm1964666	Ian Johnson	\N	\N	editorial_department,editor	tt3239618,tt5086336,tt0808096,tt1655420
nm1964668	Stacey Fields	\N	\N	producer,executive	tt0955346,tt1148204,tt3874652,tt0412253
nm1964669	Amanda Jones	\N	\N	actress	tt0419674
nm1964670	Denise Lopez	\N	\N		tt5949118,tt0441944,tt1409894,tt0398468
nm1964671	Tracey Brennan	\N	\N	casting_department	tt0421994,tt0316396
nm1964672	Barry Atkinson	\N	\N	actor	tt0159876
nm1964673	Glen Kennedy	\N	\N	art_department	tt0106856,tt0114614,tt0111503,tt0113845
nm1964674	Richard Salazar	\N	\N	miscellaneous,art_department,producer	tt3606620,tt3992530,tt1935277,tt0485088
nm1964676	Manuel Ibáñez	\N	\N	producer,director,camera_department	tt0454160
nm1964677	David Marshall	\N	\N		\N
nm1964678	Franck Guérin	\N	\N	actor,director,writer	tt6135348,tt0267129,tt12176468,tt4791844
nm1964679	Daniel Rodriguez	\N	\N	director	tt0431140
nm1964680	Enrique Bravo Jr.	\N	\N	camera_department	tt0097731
nm1964681	Frank Shield	\N	\N	writer,producer	tt0468553
nm1964682	Jonathan Lachlan Stewart	\N	\N	actor,writer	tt0485923,tt3901924,tt0159186,tt1559040
nm1964683	S.R. Singh	\N	\N	director,writer,producer	tt0467530
nm1964684	Allan van O.T. Andersen	1979	\N	writer,script_department,director	tt0467865,tt1415878,tt1034303,tt1571737
nm1964685	Rodney S. Hill	\N	\N		\N
nm1964687	Jack Cahill	\N	\N	actor	tt0463997
nm1964688	Adam Wolenski	\N	\N	miscellaneous	tt0948470,tt0848228,tt1082601,tt1038919
nm1964689	Felix Baldasano	\N	\N	actor	tt0422243
nm1964690	Heiny Kerhrwand	\N	\N		tt0425096
nm1964691	John Hart	\N	\N	actor,make_up_department,special_effects	tt0984229,tt1277713,tt0451060,tt0106308
nm1964692	William Park	\N	\N	sound_department	tt0180826
nm1964693	Shana Stallybrass	\N	\N	costume_department,miscellaneous	tt0459586,tt1173678
nm1964694	Guillaume Ruegg	\N	\N	visual_effects,animation_department	tt1098327,tt1424381,tt0373051,tt1343092
nm1964696	Warner	\N	\N	actor	tt0026332
nm1964697	Jaime Knight	\N	\N	actress	tt20281392,tt0468001
nm1964698	Matt Kamenitz	\N	\N	actor	tt0473522
nm1964699	Vincent Solis	\N	\N	miscellaneous	tt0120094
nm1964700	Angela Davison	\N	\N	producer,director,miscellaneous	tt9663028,tt0468429,tt2201889,tt12978302
nm1964701	Alisa Bizzul	\N	\N	miscellaneous	tt0460088
nm1964702	Mitsuyuki Bando	\N	\N	actor	tt5541816,tt0174415,tt0467668
nm1964703	Steven Donald	\N	\N	music_department,composer	tt0121991,tt1376195
nm1964704	Bacha Caravedo	\N	\N	director,writer,producer	tt13655106,tt6733150,tt12426820,tt3887312
nm1964705	Cathy Segal	\N	\N	miscellaneous	tt0195660
nm1964706	Sara Aguirre	\N	\N	actress	tt0449590
nm1964707	Rubén Alonso	1976	\N	director,writer,editor	tt1170394,tt0467979,tt0337009,tt0884121
nm1964708	Karen A. Thompson	\N	\N	writer,director,producer	tt3271000,tt1064943,tt1218029,tt1547241
nm1964709	G. Ashoo	\N	\N	miscellaneous	tt0453335
nm1964710	Keijo Iiskola	1934	\N	sound_department	tt0050833,tt0050736,tt0132670
nm1964711	Rapahel Kenyes	\N	\N	actor	tt0426606
nm1964712	Scott Erickson	1977	\N	actor	tt0468463
nm1964713	Christina O'Neill	\N	\N	actress,art_department	tt1024932,tt1767256,tt0296693,tt9072352
nm1964714	Mark Cecere	\N	\N	writer,director,art_department	tt1319708,tt5745228,tt15373584,tt4614906
nm1964715	Nicholas Quest	\N	\N	casting_department,miscellaneous	tt0328034,tt0113564
nm1964716	Chris Rainier	\N	\N	cinematographer,producer	tt0468446,tt0330958,tt2586040,tt1480204
nm1964717	Patricia East	\N	\N	actress	tt0163924,tt0148583
nm1964718	Eric Young	1961	\N	actor	tt0191738,tt0220901
nm1964719	Richard Carl Livingston	\N	\N	animation_department,art_department	tt0120762,tt0120855,tt0328880,tt0275847
nm1964720	Edward Barret	\N	\N		tt0303028
nm1964723	Dani Gonsi	\N	\N	actor	tt0422243
nm1964724	Michiko	\N	\N		tt0426494
nm1964725	Noelia Gálvez	\N	\N	make_up_department	tt0474589,tt0467588
nm1964726	Mihai Titoiu	\N	\N	art_department,visual_effects	tt1135493,tt0484562,tt0468461,tt0480271
nm1964727	Paris Andre	\N	\N	actress	tt0797814,tt0826093,tt0491397,tt0806822
nm1964728	Liza Frulla	1949	\N	actress	tt0227359,tt0940900,tt2267161,tt3496154
nm1964729	Ian Lyman	\N	\N	producer,cinematographer,visual_effects	tt0451133,tt2091872,tt6275002,tt1537318
nm1964730	Alessandro Marucco	\N	\N	camera_department	tt0289432,tt0117990,tt0212725,tt0238462
nm1964731	Ulrika Celsing	\N	\N	art_department	tt0443518
nm1964732	Chris Karagulleyan	\N	\N		tt0363391
nm1964733	José Manuel Fandos	\N	\N	cinematographer,editor,sound_department	tt1428060,tt0468046,tt1886620,tt0468087
nm1964734	Mark Rasmussen	\N	\N	visual_effects	tt2649554,tt2106361,tt0790724,tt1877832
nm1964735	Daniel J. Moore	\N	\N		\N
nm1964736	Matt Ford	\N	\N		\N
nm1964737	Helen Blaney	\N	\N	actress	tt0468147,tt0004093
nm1964738	Amy Wilson	\N	\N	actress	tt0468449
nm1964739	Adi Wiedersheim	\N	\N	actor	tt0467579
nm1964740	Oscar Moralde	\N	\N	camera_department,director,writer	tt1367023,tt1145165,tt0799980,tt1414188
nm1964741	Inés Table	\N	\N	actress	tt0467696
nm1964742	Leah Gillingham	\N	\N	actress	tt1457753
nm1964745	Cristiano Di Lillo	\N	\N	camera_department	tt0420971,tt0173146
nm1964746	Nadja Klich	\N	\N	miscellaneous	tt0467503
nm1964747	Rene Aguirre	\N	\N	producer,miscellaneous,director	tt5163450,tt3391874,tt3315192,tt1095220
nm1964748	Patricia Watson	\N	\N	actress	tt0467452,tt0874423
nm1964749	Carissa Rosario	\N	\N	actress	tt5553562,tt1079447,tt0468538
nm1964750	Milt Wallace	\N	\N	miscellaneous	tt0093165,tt0396321,tt13210408
nm1964751	Michael Hunter	\N	\N	miscellaneous	tt0451005
nm1964752	Dylan Obed	\N	\N	actor	tt0327274,tt0469247,tt0759222,tt1018843
nm1964753	Brendon Blake	\N	\N	actor,stunts	tt2328747,tt1043408,tt2173862
nm1964754	Iñaki Muñoz	\N	\N	writer	tt0336287
nm1964755	Pietro Danieli	\N	\N	director,writer	tt0468297
nm1964756	Marie Zanotel	\N	\N	actress	tt0266508
nm1964757	Jim Olcovitch	\N	\N	cinematographer,camera_department	tt16450828,tt0843318,tt3819718,tt13561896
nm1964758	Steven Tagle	\N	\N	writer,director,editor	tt0867170,tt0409182,tt5161240,tt0818911
nm1964760	Jerónimo Gutiérrez	\N	\N	actor	tt0467702
nm1964761	James Cox	\N	\N	cinematographer	tt0391989
nm1964762	Rubén Barelli	\N	\N	actor	tt0467633
nm1964763	Alexis Posey	\N	\N		\N
nm1964764	Srikant	\N	\N	writer	tt0467730
nm1964765	Andreas Sollas	\N	\N	editor	tt10026328,tt0468071,tt12478516,tt1558771
nm1964766	Henning Deichmann	\N	\N	actor	tt0056054
nm1964767	Carol Estrada	\N	\N	actress	tt0467616,tt0467581
nm1964768	Massimo Cantini Parrini	1971	\N	costume_designer,costume_department	tt5259496,tt3278330,tt0355295,tt6768578
nm1964769	Scott Greenhaus	\N	\N	sound_department	tt0391989
nm1964770	Mauricio Esparza Santa María	\N	\N	director,animation_department,producer	tt0483074,tt0468112
nm1964771	Peter Hansen	\N	\N	producer	tt0468438,tt2770676
nm1964772	Sandy Barker	\N	\N		tt0299374
nm1964773	Lucilla Ratto	\N	\N	miscellaneous	tt0865939,tt0420971,tt0106911,tt0220011
nm1964774	Carole Kinzel	\N	\N	producer,miscellaneous,talent_agent	tt4351656,tt0426947
nm1964775	Carmine 'Tony' DeFeo	\N	\N		tt0437236
nm1964776	Nicole Charles	\N	\N	make_up_department	tt0462284
nm1964777	Nicole Charles	\N	\N	art_director	tt0279620
nm1964778	Manuel Rosa	\N	\N	actor	tt0465920
nm1964779	Stacy Jordan	\N	\N	actress	tt6792528,tt0462215,tt5096244,tt3095604
nm1964780	Kiradej Ketakinta	\N	\N	actor,director	tt1979357,tt0889212,tt0485081,tt0467525
nm1964783	Spanky Bost	\N	\N	actor	tt0421807
nm1964784	Jesús Marco Murillo	\N	\N	actor,assistant_director,director	tt0468037,tt0469253,tt14240006,tt0823544
nm1964785	Kristen Gilmour	\N	\N	actress	tt0468079
nm1964786	Ian Quenneville	\N	\N	producer,production_manager	tt14861304,tt4969816,tt15395466,tt0945588
nm1964788	Coen Falke	\N	\N	actor,casting_director	tt0098911,tt0467409,tt1729536,tt1830843
nm1964789	Valtere Loreti	\N	\N	miscellaneous	tt0420971
nm1964790	Doris Krüger	\N	\N	miscellaneous,production_manager	tt0220721,tt0110496,tt0106498
nm1964791	María Carmen Guerrero	\N	\N	camera_department,costume_designer	tt0774643,tt0474679,tt0474831,tt0422243
nm1964792	Malisha	\N	\N	actress	tt0414766
nm1964793	Olli Loukola	\N	\N	actor	tt0467756
nm1964794	Elmer Morales	\N	\N	actor	tt0125475
nm1964795	Mia Martin	\N	\N	actress	tt0467840
nm1964796	Domonic Hewitt	\N	\N	actor	tt0314888
nm1964797	Chari Serrano	\N	\N	miscellaneous	tt0272952
nm1964798	Gay Dawn	\N	\N	actress	tt0253485
nm1964799	Robert West	\N	\N	actor	tt0219731
nm1964801	Andrea Hübers	\N	\N	editor,editorial_department	tt0466191,tt14412810
nm1964803	Jaques Harter	\N	\N	assistant_director	tt0167456
nm1964804	Ferran Vergés	\N	\N	writer,actor	tt0467566,tt1302207,tt2852680,tt4704814
nm1964805	Brenda Lenox	\N	\N	miscellaneous	tt0180826
nm1964806	Anastasia Kouzouni	\N	\N	actress	tt0463379
nm1964807	Sharmila	\N	\N	actress	tt0334137,tt0332674,tt0333651,tt0354163
nm1964808	Alexandre Gingras	\N	\N	actor,writer	tt0464085
nm1964809	Rachel A. Walker	\N	\N	costume_department	tt2304933,tt1951266,tt1951265,tt1731141
nm1964810	Manuel de Ceano-Vivas Heredia	\N	\N	casting_department,producer,location_management	tt4326444,tt3728224,tt5868826,tt3414692
nm1964812	Fabian Basabe	1978	\N		tt0355080,tt0466600
nm1964813	Ben Smalley	\N	\N	actor	tt0072626
nm1964814	Dwight Hartnett	\N	\N	camera_department,director,writer	tt1765510,tt7504726,tt8663516,tt1540011
nm1964815	Robert Furginson	\N	\N	art_director	tt0242953
nm1964816	Derek Tompkins	\N	\N	miscellaneous	tt0180826
nm1964817	Cheyenne	\N	\N	actress	tt0468303
nm1964818	M. Viková	\N	\N	actor	tt0468311
nm1964820	Juan Luis Prado	\N	\N	actor	tt0414766
nm1964821	Mihnea Opartan	\N	\N	miscellaneous	tt0468461
nm1964822	Chuck Lareaux	\N	\N	camera_department	tt0180826
nm1964823	Lino Lelièvre	\N	\N	actor	tt0266508
nm1964824	Jeffery Sutton	\N	\N	actor	tt0309122
nm1964825	Marisa Peer	\N	\N	actress	tt12622858,tt0499596,tt0432648,tt0348905
nm1964826	Winkey the Talking Raven	\N	\N	actor	tt0029961
nm1964827	Guillermo Rojas	\N	\N	miscellaneous	tt0387720
